Journal Name,ISSN,EISSN,IF,Best Quartile,Quartiles,Eigen Factor,MIF,Column1
JOURNAL OF ALGEBRAIC GEOMETRY,1056-3911,1534-7486,1.8,Q1,MATHEMATICS - SCIE (Q1),0.00159,0.9,
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,0091-6749,1097-6825,14.2,Q1,ALLERGY - SCIE (Q1); IMMUNOLOGY - SCIE (Q1),0.0578,4.4,
Journal of Allergy and Clinical Immunology-In Practice,2213-2198,2213-2201,9.4,Q1,ALLERGY - SCIE (Q1); IMMUNOLOGY - SCIE (Q1),0.03056,4.4,
Journal of Alloys and Compounds,0925-8388,1873-4669,6.2,Q1,"CHEMISTRY, PHYSICAL - SCIE (Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE (Q2); METALLURGY & METALLURGICAL ENGINEERING - SCIE (Q1)",0.15313,2.97,
JOURNAL OF ALTERNATIVE AND COMPLEMENTARY MEDICINE,1075-5535,1557-7708,2.6,Q3,INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE (Q3),0.00336,2.7,
JOURNAL OF ALZHEIMERS DISEASE,1387-2877,1875-8908,4,Q2,NEUROSCIENCES - SCIE (Q2),0.04002,3.4,
Journal of Ambient Intelligence and Smart Environments,1876-1364,1876-1372,1.7,Q4,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE (Q4); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE (Q4); TELECOMMUNICATIONS - SCIE (Q4)",0.00039,3.67,
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,0165-2370,1873-250X,6,Q1,"CHEMISTRY, ANALYTICAL - SCIE (Q1); ENERGY & FUELS - SCIE (Q2); ENGINEERING, CHEMICAL - SCIE (Q1)",0.00939,3.63,
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,0267-9477,1364-5544,3.4,Q1,"CHEMISTRY, ANALYTICAL - SCIE (Q2); SPECTROSCOPY - SCIE (Q1)",0.00663,2.55,
JOURNAL OF ANALYTICAL CHEMISTRY,1061-9348,1608-3199,1.1,Q4,"CHEMISTRY, ANALYTICAL - SCIE (Q4)",0.00114,2.9,
Journal of Analytical Methods in Chemistry,2090-8865,2090-8873,2.6,Q3,"CHEMISTRY, ANALYTICAL - SCIE (Q3)",0.0016,2.9,
Journal of Analytical Science and Technology,2093-3134,2093-3371,2.4,Q3,"CHEMISTRY, ANALYTICAL - SCIE (Q3)",0.00078,2.9,
JOURNAL OF ANALYTICAL TOXICOLOGY,0146-4760,1945-2403,2.5,Q3,"CHEMISTRY, ANALYTICAL - SCIE (Q3); TOXICOLOGY - SCIE (Q3)",0.00292,3,
JOURNAL OF ANATOMY,0021-8782,1469-7580,2.4,Q2,ANATOMY & MORPHOLOGY - SCIE (Q2),0.00589,1.8,
Journal of Anesthesia,0913-8668,1438-8359,2.8,Q3,ANESTHESIOLOGY - SCIE (Q3),0.00314,2.9,
JOURNAL OF ANIMAL AND FEED SCIENCES,1230-1388,1230-1388,1,Q3,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE (Q3)",0.00038,1.8,
Journal of Animal and Plant Sciences-JAPS,1018-7081,2309-8694,0.7,Q3,"AGRICULTURE, MULTIDISCIPLINARY - SCIE (Q4); VETERINARY SCIENCES - SCIE (Q3)",0.00104,1.35,
JOURNAL OF ANIMAL BREEDING AND GENETICS,0931-2668,1439-0388,2.6,Q1,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE (Q1)",0.00119,1.8,
JOURNAL OF ANIMAL ECOLOGY,0021-8790,1365-2656,4.8,Q1,ECOLOGY - SCIE (Q1); ZOOLOGY - SCIE (Q1),0.01372,1.95,
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,0931-2439,1439-0396,2.7,Q1,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE (Q1); VETERINARY SCIENCES - SCIE (Q1)",0.00407,1.55,
JOURNAL OF ANIMAL SCIENCE,0021-8812,1525-3163,3.3,Q1,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE (Q1)",0.01042,1.8,
Journal of Animal Science and Biotechnology,1674-9782,2049-1891,7,Q1,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE (Q1)",0.0054,1.8,
JOURNAL OF ANIMAL SCIENCE AND TECHNOLOGY,2672-0191,2055-0391,2.3,Q1,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE (Q2); VETERINARY SCIENCES - SCIE (Q1)",0.00102,1.55,
JOURNAL OF ANTIBIOTICS,0021-8820,1881-1469,3.3,Q2,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE (Q2); IMMUNOLOGY - SCIE (Q3); MICROBIOLOGY - SCIE (Q3); PHARMACOLOGY & PHARMACY - SCIE (Q3),0.00367,3.6,
JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,0305-7453,1460-2091,5.2,Q1,INFECTIOUS DISEASES - SCIE (Q2); MICROBIOLOGY - SCIE (Q2); PHARMACOLOGY & PHARMACY - SCIE (Q1),0.03018,3.5,
JOURNAL OF AOAC INTERNATIONAL,1060-3271,1944-7922,1.6,Q4,"CHEMISTRY, ANALYTICAL - SCIE (Q4); FOOD SCIENCE & TECHNOLOGY - SCIE (Q4)",0.00243,3,
JOURNAL OF APICULTURAL RESEARCH,0021-8839,2078-6913,1.9,Q2,ENTOMOLOGY - SCIE (Q2),0.00186,1.4,
JOURNAL OF APICULTURAL SCIENCE,1643-4439,2299-4831,0.6,Q4,ENTOMOLOGY - SCIE (Q4),0.00023,1.4,
Journal of Applied Analysis and Computation,2156-907X,2158-5644,1.1,Q3,"MATHEMATICS, APPLIED - SCIE (Q3)",0.00169,1.3,
JOURNAL OF APPLIED ANIMAL RESEARCH,0971-2119,0974-1844,1.4,Q3,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE (Q3)",0.00161,1.8,
JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE,1088-8705,1532-7604,1.5,Q2,VETERINARY SCIENCES - SCIE (Q2),0.00072,1.3,
Journal of Applied Biomaterials & Functional Materials,N/A,2280-8000,2.5,Q3,"BIOPHYSICS - SCIE (Q3); ENGINEERING, BIOMEDICAL - SCIE (Q3); MATERIALS SCIENCE, BIOMATERIALS - SCIE (Q4)",0.00088,3.57,
Journal of Applied Biomechanics,1065-8483,1543-2688,1.4,Q4,"ENGINEERING, BIOMEDICAL - SCIE (Q4); SPORT SCIENCES - SCIE (Q4)",0.0016,3.05,
Journal of Applied Biomedicine,1214-021X,1214-0287,1.3,Q4,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE (Q4); PHARMACOLOGY & PHARMACY - SCIE (Q4)",0.00028,3.65,
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY,1439-040X,1439-040X,1.2,Q3,PLANT SCIENCES - SCIE (Q3),0.00039,2.1,
Journal of Applied Clinical Medical Physics,1526-9914,1526-9914,2.1,Q3,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE (Q3)",0.00496,2.8,
JOURNAL OF APPLIED CRYSTALLOGRAPHY,1600-5767,1600-5767,6.1,Q1,"CHEMISTRY, MULTIDISCIPLINARY - SCIE (Q2); CRYSTALLOGRAPHY - SCIE (Q1)",0.01015,2.65,
JOURNAL OF APPLIED ECOLOGY,0021-8901,1365-2664,5.7,Q1,BIODIVERSITY CONSERVATION - SCIE (Q1); ECOLOGY - SCIE (Q1),0.01867,2.15,
JOURNAL OF APPLIED ELECTROCHEMISTRY,0021-891X,1572-8838,2.9,Q3,ELECTROCHEMISTRY - SCIE (Q3),0.00242,4,
JOURNAL OF APPLIED ENTOMOLOGY,0931-2048,1439-0418,1.9,Q2,ENTOMOLOGY - SCIE (Q2),0.00208,1.4,
Journal of Applied Fluid Mechanics,1735-3572,1735-3645,1,Q4,MECHANICS - SCIE (Q4); THERMODYNAMICS - SCIE (Q4),0.00122,2.45,
JOURNAL OF APPLIED GENETICS,1234-1983,2190-3883,2.4,Q3,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE (Q3); GENETICS & HEREDITY - SCIE (Q3),0.00154,3.2,
JOURNAL OF APPLIED GEOPHYSICS,0926-9851,1879-1859,2,Q3,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE (Q3); MINING & MINERAL PROCESSING - SCIE (Q3)",0.00563,2.45,
JOURNAL OF APPLIED ICHTHYOLOGY,0175-8659,1439-0426,0.9,Q4,FISHERIES - SCIE (Q4); MARINE & FRESHWATER BIOLOGY - SCIE (Q4),0.00176,1.8,
Journal of Applied Mathematics and Computing,1598-5865,1865-2085,2.2,Q1,"MATHEMATICS - SCIE (Q1); MATHEMATICS, APPLIED - SCIE (Q1)",0.0028,1.1,
Journal of Applied Mechanics and Technical Physics,0021-8944,1573-8620,0.6,Q4,"MECHANICS - SCIE (Q4); PHYSICS, APPLIED - SCIE (Q4)",0.00091,2.6,
JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME,0021-8936,1528-9036,2.6,Q2,MECHANICS - SCIE (Q2),0.00368,2.5,
Journal of Applied Meteorology and Climatology,1558-8424,1558-8432,3,Q3,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE (Q3),0.00566,3.2,
JOURNAL OF APPLIED MICROBIOLOGY,1364-5072,1365-2672,4,Q2,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE (Q2); MICROBIOLOGY - SCIE (Q2),0.01063,3.35,
Journal of Applied Oral Science,1678-7757,1678-7765,2.7,Q2,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE (Q2)",0.00213,2.6,
JOURNAL OF APPLIED PHYCOLOGY,0921-8971,1573-5176,3.3,Q1,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE (Q2); MARINE & FRESHWATER BIOLOGY - SCIE (Q1),0.00736,2.5,
JOURNAL OF APPLIED PHYSICS,0021-8979,1089-7550,3.2,Q2,"PHYSICS, APPLIED - SCIE (Q2)",0.05541,2.7,
JOURNAL OF APPLIED PHYSIOLOGY,8750-7587,1522-1601,3.3,Q2,PHYSIOLOGY - SCIE (Q2); SPORT SCIENCES - SCIE (Q2),0.01497,2.65,
JOURNAL OF APPLIED POLYMER SCIENCE,0021-8995,1097-4628,3,Q2,POLYMER SCIENCE - SCIE (Q2),0.02259,2.9,
JOURNAL OF APPLIED POULTRY RESEARCH,1056-6171,1537-0437,1.9,Q2,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE (Q2)",0.00121,1.8,
JOURNAL OF APPLIED PROBABILITY,0021-9002,1475-6072,1,Q3,STATISTICS & PROBABILITY - SCIE (Q3),0.00192,1.5,
Journal of Applied Remote Sensing,N/A,1931-3195,1.7,Q4,ENVIRONMENTAL SCIENCES - SCIE (Q4); IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE (Q4); REMOTE SENSING - SCIE (Q4),0.00318,3.57,
Journal of Applied Research on Medicinal and Aromatic Plants,N/A,2214-7861,3.9,Q1,PLANT SCIENCES - SCIE (Q1),0.00109,2.1,
Journal of Applied Spectroscopy,0021-9037,1573-8647,0.7,Q4,SPECTROSCOPY - SCIE (Q4),0.00083,2.2,
JOURNAL OF APPLIED SPORT PSYCHOLOGY,1041-3200,1533-1571,3.2,Q2,PSYCHOLOGY - SCIE (Q2); SPORT SCIENCES - SCIE (Q2),0.00133,2.45,
JOURNAL OF APPLIED STATISTICS,0266-4763,1360-0532,1.5,Q2,STATISTICS & PROBABILITY - SCIE (Q2),0.00485,1.5,
JOURNAL OF APPLIED TOXICOLOGY,0260-437X,1099-1263,3.3,Q2,TOXICOLOGY - SCIE (Q2),0.00383,3.1,
JOURNAL OF APPROXIMATION THEORY,0021-9045,1096-0430,0.9,Q2,MATHEMATICS - SCIE (Q2),0.00186,0.9,
JOURNAL OF AQUATIC ANIMAL HEALTH,0899-7659,1548-8667,1.2,Q3,FISHERIES - SCIE (Q3); VETERINARY SCIENCES - SCIE (Q3),0.00044,1.6,
Journal of Aquatic Food Product Technology,1049-8850,1547-0636,1.6,Q4,FOOD SCIENCE & TECHNOLOGY - SCIE (Q4),0.001,3.1,
JOURNAL OF AQUATIC PLANT MANAGEMENT,0146-6623,0146-6623,1.1,Q3,MARINE & FRESHWATER BIOLOGY - SCIE (Q3); PLANT SCIENCES - SCIE (Q4),0.00015,1.9,
JOURNAL OF ARACHNOLOGY,0161-8202,1937-2396,1,Q3,ENTOMOLOGY - SCIE (Q3),0.00058,1.4,
JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,1095-9238,2.8,Q2,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE (Q2)",0.00654,2.7,
Journal of Arid Environments,0140-1963,1095-922X,2.7,Q2,ECOLOGY - SCIE (Q2); ENVIRONMENTAL SCIENCES - SCIE (Q3),0.00374,3,
Journal of Arid Land,1674-6767,2194-7783,3,Q3,ENVIRONMENTAL SCIENCES - SCIE (Q3),0.0016,3.4,
JOURNAL OF ARTHROPLASTY,0883-5403,1532-8406,3.5,Q1,ORTHOPEDICS - SCIE (Q1),0.03376,2.3,
Journal of Arthropod-Borne Diseases,2322-1984,2322-2271,0.9,Q4,"PARASITOLOGY - SCIE (Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q4)",0.0005,2.58,
Journal of Artificial Intelligence and Soft Computing Research,2083-2567,2449-6499,2.8,Q3,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE (Q3)",0.00027,3.6,
International Journal of Multimedia Information Retrieval,2192-6611,2192-662X,5.6,Q1,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE (Q2); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE (Q1)",0.00065,3.05,
JOURNAL OF ARTIFICIAL ORGANS,1434-7229,1619-0904,1.3,Q4,"ENGINEERING, BIOMEDICAL - SCIE (Q4); TRANSPLANTATION - SCIE (Q4)",0.0008,3.4,
Journal of Asian Architecture and Building Engineering,1346-7581,1347-2852,1.3,Q4,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE (Q4),0.00072,2.6,
Journal of Asian Ceramic Societies,2187-0764,2187-0764,2.3,Q2,"MATERIALS SCIENCE, CERAMICS - SCIE (Q2)",0.00176,1.7,
JOURNAL OF ASIAN EARTH SCIENCES,1367-9120,1878-5786,3,Q2,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE (Q2)",0.0143,2.7,
JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH,1028-6020,1477-2213,1.7,Q3,"CHEMISTRY, APPLIED - SCIE (Q3); CHEMISTRY, MEDICINAL - SCIE (Q4); PHARMACOLOGY & PHARMACY - SCIE (Q4); PLANT SCIENCES - SCIE (Q3)",0.00173,2.9,
JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,1226-8615,1876-7990,1.5,Q2,ENTOMOLOGY - SCIE (Q2),0.00249,1.4,
JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,1058-0468,1573-7330,3.1,Q2,GENETICS & HEREDITY - SCIE (Q2); OBSTETRICS & GYNECOLOGY - SCIE (Q2); REPRODUCTIVE BIOLOGY - SCIE (Q3),0.00951,3.03,
JOURNAL OF ASTHMA,0277-0903,1532-4303,1.9,Q4,ALLERGY - SCIE (Q4); RESPIRATORY SYSTEM - SCIE (Q4),0.0046,3.9,
Journal of Asthma and Allergy,1178-6965,1178-6965,3.2,Q3,ALLERGY - SCIE (Q3); IMMUNOLOGY - SCIE (Q3); RESPIRATORY SYSTEM - SCIE (Q3),0.00291,4.07,
Journal of Astronomical Telescopes Instruments and Systems,2329-4124,2329-4221,2.3,Q2,"ENGINEERING, AEROSPACE - SCIE (Q2); INSTRUMENTS & INSTRUMENTATION - SCIE (Q3); OPTICS - SCIE (Q3)",0.0019,2.37,
JOURNAL OF ASTROPHYSICS AND ASTRONOMY,0250-6335,0973-7758,1.1,Q4,ASTRONOMY & ASTROPHYSICS - SCIE (Q4),0.00147,2.5,
Journal of Atherosclerosis and Thrombosis,1340-3478,1880-3873,4.4,Q2,PERIPHERAL VASCULAR DISEASE - SCIE (Q2),0.00456,3.1,
Journal of Athletic Training,1062-6050,1938-162X,3.3,Q2,SPORT SCIENCES - SCIE (Q2),0.00681,2.5,
JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY,0739-0572,1520-0426,2.2,Q3,"ENGINEERING, OCEAN - SCIE (Q3); METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE (Q3)",0.00451,2.75,
JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,1364-6826,1879-1824,1.9,Q3,GEOCHEMISTRY & GEOPHYSICS - SCIE (Q3); METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE (Q4),0.00454,2.75,
JOURNAL OF ATMOSPHERIC CHEMISTRY,0167-7764,1573-0662,2,Q4,ENVIRONMENTAL SCIENCES - SCIE (Q4); METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE (Q4),0.00033,3.3,
Journal of Attention Disorders,1087-0547,1557-1246,3,Q3,PSYCHIATRY - SCIE (Q3),0.00632,3.35,
JOURNAL OF AUTOIMMUNITY,0896-8411,1095-9157,12.8,Q1,IMMUNOLOGY - SCIE (Q1),0.01279,4.4,
JOURNAL OF AUTOMATED REASONING,0168-7433,1573-0670,1.1,Q4,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE (Q4)",0.00123,3.6,
JOURNAL OF AVIAN BIOLOGY,0908-8857,1600-048X,1.7,Q1,ORNITHOLOGY - SCIE (Q1),0.00286,1.1,
JOURNAL OF AVIAN MEDICINE AND SURGERY,1082-6742,1938-2871,0.3,Q4,VETERINARY SCIENCES - SCIE (Q4),0.00033,1.3,
JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION,1053-8127,1878-6324,1.6,Q3,ORTHOPEDICS - SCIE (Q3); REHABILITATION - SCIE (Q3),0.00216,2.13,
JOURNAL OF BACTERIOLOGY,0021-9193,1098-5530,3.2,Q3,MICROBIOLOGY - SCIE (Q3),0.01103,3.4,
JOURNAL OF BASIC MICROBIOLOGY,0233-111X,1521-4028,3.1,Q3,MICROBIOLOGY - SCIE (Q3),0.00206,3.4,
Journal of Behavioral Addictions,2062-5871,2063-5303,7.8,Q1,PSYCHIATRY - SCIE (Q1),0.00805,3.35,
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH,1094-3412,1556-3308,1.9,Q4,"HEALTH CARE SCIENCES & SERVICES - SCIE (Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE (Q4)",0.00153,3.02,
Journal of Berry Research,1878-5093,1878-5123,1.7,Q3,PLANT SCIENCES - SCIE (Q3),0.00032,2.1,
Journal of Chemical Information and Modeling,1549-9596,1549-960X,5.6,Q1,"CHEMISTRY, MEDICINAL - SCIE (Q1); CHEMISTRY, MULTIDISCIPLINARY - SCIE (Q2); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE (Q2); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE (Q2)",0.02378,3.58,
JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,0883-9115,1530-8030,1.7,Q3,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE (Q4); MATERIALS SCIENCE, BIOMATERIALS - SCIE (Q4); POLYMER SCIENCE - SCIE (Q3)",0.00045,3.43,
Journal of Biobased Materials and Bioenergy,1556-6560,1556-6579,0.5,Q4,"CHEMISTRY, APPLIED - SCIE (Q4); ENERGY & FUELS - SCIE (Q4); MATERIALS SCIENCE, BIOMATERIALS - SCIE (Q4)",0.00027,3.8,
JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,1095-6670,1099-0461,3.6,Q2,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q3); TOXICOLOGY - SCIE (Q2),0.00385,3.4,
Journal of Biochemistry,0021-924X,1756-2651,2.7,Q4,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q4),0.00333,3.7,
JOURNAL OF BIOENERGETICS AND BIOMEMBRANES,0145-479X,1573-6881,3,Q2,BIOPHYSICS - SCIE (Q2); CELL BIOLOGY - SCIE (Q3),0.00104,3.65,
Journal of Bioethical Inquiry,1176-7529,1872-4353,2.4,Q2,MEDICAL ETHICS - SCIE (Q2),0.00201,2.2,
JOURNAL OF BIOGEOGRAPHY,0305-0270,1365-2699,3.9,Q2,"ECOLOGY - SCIE (Q2); GEOGRAPHY, PHYSICAL - SCIE (Q2)",0.01193,2.75,
Journal of Bioinformatics and Computational Biology,0219-7200,1757-6334,1,Q4,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE (Q4),0.00063,2.3,
JOURNAL OF BIOLOGICAL CHEMISTRY,N/A,1083-351X,4.8,Q2,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q2),0.09697,3.7,
Journal of Biological Dynamics,1751-3758,1751-3766,2.8,Q2,ECOLOGY - SCIE (Q2); MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE (Q2),0.00108,2.45,
JOURNAL OF BIOLOGICAL EDUCATION,0021-9266,2157-6009,1.1,Q4,"BIOLOGY - SCIE (Q4); EDUCATION, SCIENTIFIC DISCIPLINES - SCIE (Q4)",0.00063,2.7,
Journal of Biological Engineering,1754-1611,1754-1611,5.6,Q1,BIOCHEMICAL RESEARCH METHODS - SCIE (Q1); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE (Q1),0.00196,3.15,
JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,0949-8257,1432-1327,3,Q2,"BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q3); CHEMISTRY, INORGANIC & NUCLEAR - SCIE (Q2)",0.00287,3,
JOURNAL OF BIOLOGICAL PHYSICS,0092-0606,1573-0689,1.8,Q4,BIOPHYSICS - SCIE (Q4),0.00045,3,
JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS,0393-974X,1724-6083,3.2,Q2,"ENDOCRINOLOGY & METABOLISM - SCIE (Q3); IMMUNOLOGY - SCIE (Q3); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE (Q3); PHYSIOLOGY - SCIE (Q2)",0.00335,3.75,
Journal of Biological Research-Thessaloniki,1790-045X,2241-5793,3.3,Q2,BIOLOGY - SCIE (Q2),0.00043,2.6,
JOURNAL OF BIOLOGICAL RHYTHMS,0748-7304,1552-4531,3.5,Q2,BIOLOGY - SCIE (Q2); PHYSIOLOGY - SCIE (Q2),0.00233,2.7,
JOURNAL OF BIOLOGICAL SYSTEMS,0218-3390,1793-6470,1.6,Q3,BIOLOGY - SCIE (Q3); MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE (Q4),0.0003,2.45,
Journal of Biomaterials and Tissue Engineering,2157-9083,2157-9091,0.1,Q4,CELL & TISSUE ENGINEERING - SCIE (Q4),0.00025,4.1,
JOURNAL OF BIOMATERIALS APPLICATIONS,0885-3282,1530-8022,2.9,Q3,"ENGINEERING, BIOMEDICAL - SCIE (Q3); MATERIALS SCIENCE, BIOMATERIALS - SCIE (Q4)",0.00218,3.85,
JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION,0920-5063,1568-5624,3.6,Q2,"ENGINEERING, BIOMEDICAL - SCIE (Q3); MATERIALS SCIENCE, BIOMATERIALS - SCIE (Q3); POLYMER SCIENCE - SCIE (Q2)",0.00271,3.53,
JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,0148-0731,1528-8951,1.7,Q4,"BIOPHYSICS - SCIE (Q4); ENGINEERING, BIOMEDICAL - SCIE (Q4)",0.00373,3.3,
JOURNAL OF BIOMECHANICS,0021-9290,1873-2380,2.4,Q3,"BIOPHYSICS - SCIE (Q3); ENGINEERING, BIOMEDICAL - SCIE (Q3)",0.01387,3.3,
Journal of Information Security and Applications,2214-2126,2214-2134,5.6,Q2,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE (Q2)",0.00478,3.7,
JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,1549-3296,1552-4965,4.9,Q2,"ENGINEERING, BIOMEDICAL - SCIE (Q2); MATERIALS SCIENCE, BIOMATERIALS - SCIE (Q2)",0.00741,3.85,
JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS,1552-4973,1552-4981,3.4,Q3,"ENGINEERING, BIOMEDICAL - SCIE (Q3); MATERIALS SCIENCE, BIOMATERIALS - SCIE (Q3)",0.00595,3.85,
Journal of Biomedical Nanotechnology,1550-7033,1550-7041,2.9,Q3,"MATERIALS SCIENCE, BIOMATERIALS - SCIE (Q4); NANOSCIENCE & NANOTECHNOLOGY - SCIE (Q3)",0.00261,4.4,
JOURNAL OF BIOMEDICAL OPTICS,1083-3668,1560-2281,3.5,Q2,"BIOCHEMICAL RESEARCH METHODS - SCIE (Q2); OPTICS - SCIE (Q2); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE (Q2)",0.0079,2.83,
JOURNAL OF BIOMEDICAL SCIENCE,1021-7770,1423-0127,11,Q1,"CELL BIOLOGY - SCIE (Q1); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE (Q1)",0.00886,4.15,
Journal of Biomedical Semantics,2041-1480,2041-1480,1.9,Q3,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE (Q3),0.00087,2.3,
JOURNAL OF BIOMOLECULAR NMR,0925-2738,1573-5001,2.7,Q2,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q4); SPECTROSCOPY - SCIE (Q2),0.00277,2.95,
JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,0739-1102,1538-0254,4.4,Q1,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE (Q2); BIOPHYSICS - SCIE (Q1),0.01273,3.35,
Journal of Bionic Engineering,1672-6529,2543-2141,4,Q2,"ENGINEERING, MULTIDISCIPLINARY - SCIE (Q2); MATERIALS SCIENCE, BIOMATERIALS - SCIE (Q3); ROBOTICS - SCIE (Q2)",0.00235,3.33,
Journal of Biopharmaceutical Statistics,1054-3406,1520-5711,1.1,Q3,PHARMACOLOGY & PHARMACY - SCIE (Q4); STATISTICS & PROBABILITY - SCIE (Q3),0.00176,2.4,
Journal of Biophotonics,1864-063X,1864-0648,2.8,Q2,BIOCHEMICAL RESEARCH METHODS - SCIE (Q3); BIOPHYSICS - SCIE (Q3); OPTICS - SCIE (Q2),0.00668,2.9,
JOURNAL OF BIOSCIENCE AND BIOENGINEERING,1389-1723,1347-4421,2.8,Q3,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE (Q3); FOOD SCIENCE & TECHNOLOGY - SCIE (Q3),0.00422,3.2,
JOURNAL OF BIOSCIENCES,0250-5991,0973-7138,2.9,Q2,BIOLOGY - SCIE (Q2),0.0024,2.6,
JOURNAL OF BIOTECHNOLOGY,0168-1656,1873-4863,4.1,Q2,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE (Q2),0.00722,3.3,
JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,0021-9355,1535-1386,5.3,Q1,ORTHOPEDICS - SCIE (Q1); SURGERY - SCIE (Q1),0.0281,2.2,
JOURNAL OF BONE AND MINERAL METABOLISM,0914-8779,1435-5604,3.3,Q3,"ENDOCRINOLOGY & METABOLISM - SCIE (Q3); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE (Q3)",0.00293,3.9,
