Q,Rank,CS,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,Column1,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Column2,Normalized Eigenfactor,Column3
Q2,2708,,REVIEW OF INTERNATIONAL STUDIES,REV INT STUD,0260-2105,"2,127",1.944,1.865,,2.326,0.478,46,9.9,9.1,0.002570,0.923,97.83,73.158,,0.31417,
Q2,2710,,American Journal of Rhinology & Allergy,AM J RHINOL ALLERGY,1945-8924,"3,439",1.943,1.742,,2.029,0.944,90,8.6,7.7,0.003520,0.537,80.00,65.476,,0.42946,
Q2,2711,,ANNALS OF THE MISSOURI BOTANICAL GARDEN,ANN MO BOT GARD,0026-6493,"2,540",1.942,1.904,,2.112,0.625,24,25.2,15.2,0.000900,0.729,95.83,60.470,,0.11001,
Q2,2712,,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,EDUC PSYCHOL MEAS,0013-1644,"8,383",1.941,1.644,,2.543,0.655,55,24.0,11.8,0.003780,1.233,100.00,57.856,,0.46140,
Q2,2712,,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,EDUC PSYCHOL MEAS,0013-1644,"8,383",1.941,1.644,,2.543,0.655,55,24.0,11.8,0.003780,1.233,100.00,57.856,,0.46140,
Q2,2712,,Journal of Inorganic and Organometallic Polymers and Materials,J INORG ORGANOMET P,1574-1443,"2,577",1.941,1.761,,1.617,0.811,222,3.5,6.6,0.002690,0.217,99.55,53.371,,0.32915,
Q2,2712,,Psychology of Men & Masculinity,PSYCHOL MEN MASCULIN,1524-9220,"1,810",1.941,1.574,,2.793,0.897,58,7.1,10.6,0.002460,0.842,100.00,53.906,,0.30097,
Q2,2712,,Visceral Medicine,VISC MED,2297-4725,364,1.941,1.931,,2.252,0.600,40,2.7,5.7,0.000990,0.519,15.00,33.174,,0.12080,
Q2,2717,,Asian Pacific Journal of Tropical Medicine,ASIAN PAC J TROP MED,1995-7645,"3,159",1.940,1.919,,1.955,0.151,86,5.4,6.6,0.004430,0.361,86.05,50.620,,0.54082,
Q2,2717,,JOURNAL OF PROPULSION AND POWER,J PROPUL POWER,0748-4658,"6,907",1.940,1.713,,1.945,0.364,110,12.8,10.7,0.005070,0.499,99.09,69.355,,0.61899,
Q2,2719,,JOURNAL OF MATHEMATICAL BIOLOGY,J MATH BIOL,0303-6812,"5,107",1.939,1.753,,1.890,0.427,150,14.1,11.6,0.005980,0.766,100.00,52.315,,0.73034,
Q2,2719,,JOURNAL OF SPORT & SOCIAL ISSUES,J SPORT SOC ISSUES,0193-7235,"1,078",1.939,1.714,,1.953,0.038,26,11.0,8.1,0.000870,0.540,100.00,52.470,,0.10646,
Q2,2721,,INTERACTIVE LEARNING ENVIRONMENTS,INTERACT LEARN ENVIR,1049-4820,"1,197",1.938,1.781,,2.227,0.734,79,3.9,8.6,0.001940,0.426,92.41,63.688,,0.23747,
Q2,2722,,DISASTERS,DISASTERS,0361-3666,"2,434",1.937,1.779,,2.418,0.714,63,10.9,8.9,0.001800,0.597,98.41,56.171,,0.21996,
Q2,2723,,JOURNAL OF GREAT LAKES RESEARCH,J GREAT LAKES RES,0380-1330,"5,162",1.933,1.542,,2.667,0.748,119,7.9,10.2,0.005540,0.599,98.32,60.881,,0.67621,
Q2,2723,,JOURNAL OF WOMENS HEALTH,J WOMENS HEALTH,1540-9996,"5,370",1.933,1.842,,2.499,0.607,117,7.7,6.9,0.010480,1.042,95.73,57.278,,1.27926,
Q2,2723,,JOURNAL OF WOMENS HEALTH,J WOMENS HEALTH,1540-9996,"5,370",1.933,1.842,,2.499,0.607,117,7.7,6.9,0.010480,1.042,95.73,57.278,,1.27926,
Q2,2723,,REQUIREMENTS ENGINEERING,REQUIR ENG,0947-3602,639,1.933,1.689,,2.282,0.727,22,7.8,10.2,0.000680,0.490,95.45,49.395,,0.08308,
Q2,2727,,TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,TELLUS A,****-****,"3,122",1.932,1.838,,2.555,0.343,35,11.6,11.0,0.003220,1.034,100.00,42.534,,0.39348,
Q2,2728,,ARCHIVES OF ORAL BIOLOGY,ARCH ORAL BIOL,0003-9969,"7,760",1.931,1.809,,2.112,0.600,215,9.0,8.9,0.007120,0.482,91.16,59.890,,0.86930,
Q2,2728,,European Journal of Development Research,EUR J DEV RES,0957-8811,"1,139",1.931,1.812,,1.770,0.397,58,7.8,9.2,0.001410,0.461,98.28,67.073,,0.17270,
Q2,2728,,JOURNAL OF RISK RESEARCH,J RISK RES,1366-9877,"2,124",1.931,1.734,,1.828,0.883,103,8.2,11.0,0.002130,0.429,98.06,73.611,,0.26079,
Q2,2731,,EARTHQUAKE SPECTRA,EARTHQ SPECTRA,8755-2930,"5,695",1.930,1.638,,3.558,0.772,79,11.1,8.8,0.008280,1.290,100.00,46.388,,1.01120,
Q2,2731,,ECONOMIC MODELLING,ECON MODEL,0264-9993,"7,169",1.930,1.720,,2.362,0.677,201,5.7,10.3,0.009390,0.460,100.00,69.677,,1.14594,
Q2,2731,,International Journal of Evidence-Based Healthcare,INT J EVID-BASED HEA,****-****,"1,013",1.930,1.837,,Not Available,0.410,39,4.8,8.4,0.002410,Not Available,79.49,48.676,,0.29423,
Q2,2734,,GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,GLOBAL NETW,1470-2266,"1,608",1.929,1.857,,2.918,0.407,27,9.6,8.7,0.001940,1.047,100.00,65.161,,0.23712,
Q2,2734,,Personality and Mental Health,PERSONAL MENT HEALTH,1932-8621,455,1.929,1.786,,1.929,0.333,21,5.1,8.8,0.001180,0.668,95.24,50.463,,0.14408,
Q2,2736,,HEALTH EDUCATION & BEHAVIOR,HEALTH EDUC BEHAV,1090-1981,"4,053",1.927,1.833,,2.241,0.661,121,10.3,7.5,0.004080,0.722,93.39,59.706,,0.49816,
Q2,2736,,International Journal of General Medicine,INT J GEN MED,****-****,"1,227",1.927,1.908,,Not Available,0.148,61,6.2,7.7,0.001830,Not Available,77.05,56.061,,0.22374,
Q2,2738,,PHYSICAL THERAPY IN SPORT,PHYS THER SPORT,1466-853X,"1,625",1.926,1.640,,2.266,0.361,144,5.4,7.5,0.002550,0.555,86.81,58.603,,0.31230,
Q2,2739,,JOURNAL OF CELLULAR PLASTICS,J CELL PLAST,0021-955X,968,1.925,1.612,,2.064,0.211,19,9.3,10.9,0.000550,0.313,94.74,53.940,,0.06739,
Q2,2740,,JOURNAL OF EARLY ADOLESCENCE,J EARLY ADOLESCENCE,0272-4316,"2,344",1.924,1.857,,2.454,0.731,52,11.3,11.7,0.002710,0.904,100.00,64.534,,0.33152,
Q2,2741,,International Journal for Parasitology-Parasites and Wildlife,INT J PARASITOL-PAR,2213-2244,883,1.923,1.752,,Not Available,0.480,123,4.2,10.8,0.002620,Not Available,93.50,49.943,,0.32006,
Q2,2741,,Sexual Medicine,SEX MED-UK,2050-1161,401,1.923,1.756,,2.131,0.381,63,3.5,9.0,0.001080,0.510,84.13,49.198,,0.13206,
Q2,2743,,WIND AND STRUCTURES,WIND STRUCT,1226-6116,"1,121",1.922,1.539,,1.643,0.955,66,5.0,7.6,0.001350,0.309,96.97,50.347,,0.16541,
Q2,2744,,JOURNAL OF PEDIATRIC SURGERY,J PEDIATR SURG,0022-3468,"16,683",1.919,1.578,,2.127,0.545,464,10.7,8.3,0.014190,0.541,92.67,53.372,,1.73192,
Q2,2745,,PHOTOMEDICINE AND LASER SURGERY,PHOTOMED LASER SURG,1549-5418,"2,697",1.918,1.918,,2.109,Not Available,0,8.0,Not Available,0.002140,0.371,Not Available,51.190,,0.26149,
Q2,2746,,CONSERVATION GENETICS,CONSERV GENET,1566-0621,"4,117",1.917,1.761,,1.916,0.688,109,9.2,10.8,0.004300,0.585,98.17,41.808,,0.52570,
Q2,2746,,International Journal of Applied Glass Science,INT J APPL GLASS SCI,2041-1286,923,1.917,1.844,,2.183,0.556,54,5.4,12.8,0.001210,0.419,100.00,66.071,,0.14771,
Q2,2746,,International Journal of Mining Reclamation and Environment,INT J MIN RECLAM ENV,1748-0930,501,1.917,1.778,,1.715,0.886,35,4.4,13.2,0.000620,0.299,85.71,46.343,,0.07592,
Q2,2746,,Journal of Hip Preservation Surgery,J HIP PRESERV SURG,2054-8397,476,1.917,1.740,,Not Available,0.283,53,3.4,6.2,0.001670,Not Available,90.57,51.829,,0.20418,
Q2,2746,,POLYMER ENGINEERING AND SCIENCE,POLYM ENG SCI,0032-3888,"11,322",1.917,1.548,,1.846,0.512,369,14.0,9.2,0.004000,0.255,98.64,48.114,,0.48860,
Q2,2746,,VIBRATIONAL SPECTROSCOPY,VIB SPECTROSC,0924-2031,"4,159",1.917,1.834,,1.789,0.426,101,9.9,9.3,0.002650,0.357,100.00,42.172,,0.32422,
Q2,2752,,LEARNING AND INDIVIDUAL DIFFERENCES,LEARN INDIVID DIFFER,1041-6080,"4,838",1.916,1.798,,2.367,0.459,98,6.7,10.9,0.007920,0.762,98.98,59.167,,0.96640,
Q2,2753,,International Journal of Bio-Inspired Computation,INT J BIO-INSPIR COM,1758-0366,948,1.914,1.892,,2.771,0.357,42,5.0,8.0,0.000840,0.357,92.86,55.154,,0.10350,
Q2,2753,,YONSEI MEDICAL JOURNAL,YONSEI MED J,0513-5796,"3,996",1.914,1.851,,1.784,0.523,153,6.4,6.5,0.005470,0.432,91.50,54.848,,0.66822,
Q2,2755,,KNEE,KNEE,0968-0160,"4,455",1.913,1.775,,2.182,0.427,178,6.6,8.2,0.008350,0.714,94.94,49.657,,1.01893,
Q2,2755,,School Mental Health,SCH MENT HEALTH,1866-2625,806,1.913,1.551,,3.007,0.810,58,4.9,9.4,0.001380,0.731,91.38,56.997,,0.16884,
Q2,2757,,BMC Surgery,BMC SURG,****-****,"1,767",1.912,1.855,,1.925,0.147,211,4.9,8.0,0.003500,0.497,85.78,50.238,,0.42722,
Q2,2757,,CORROSION REVIEWS,CORROS REV,0334-6005,561,1.912,1.765,,1.932,0.486,37,6.2,10.4,0.000650,0.389,62.16,44.972,,0.07971,
Q2,2759,,AMERICAN JOURNAL OF EMERGENCY MEDICINE,AM J EMERG MED,0735-6757,"9,294",1.911,1.752,,1.659,0.733,450,6.0,7.4,0.016240,0.495,90.44,59.677,,1.98151,
Q2,2759,,AMERICAN JOURNAL OF THE MEDICAL SCIENCES,AM J MED SCI,0002-9629,"5,317",1.911,1.872,,2.008,0.718,117,10.3,8.3,0.005270,0.544,63.25,54.242,,0.64333,
Q2,2759,,BMC Oral Health,BMC ORAL HEALTH,1472-6831,"2,829",1.911,1.708,,2.292,0.246,293,4.6,7.9,0.005740,0.530,89.76,58.791,,0.70106,
Q2,2759,,Musculoskeletal Science and Practice,MUSCULOSKEL SCI PRAC,2468-7812,420,1.911,1.615,,1.911,0.482,110,2.1,8.1,0.000990,0.411,84.55,66.912,,0.12152,
Q2,2759,,POSTGRADUATE MEDICAL JOURNAL,POSTGRAD MED J,0032-5473,"5,875",1.911,1.848,,2.371,0.506,85,13.6,7.6,0.004470,0.681,64.71,54.242,,0.54540,
Q2,2764,,BMC Pediatrics,BMC PEDIATR,****-****,"6,356",1.909,1.848,,2.560,0.188,504,5.7,7.8,0.013140,0.779,93.45,54.297,,1.60383,
Q2,2764,,JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,J APPL RES INTELLECT,1360-2322,"2,163",1.909,1.574,,2.264,0.303,132,7.7,9.2,0.002640,0.547,84.85,70.522,,0.32270,
Q2,2764,,JOURNAL OF PEDIATRIC ORTHOPAEDICS,J PEDIATR ORTHOPED,0271-6798,"7,895",1.909,1.702,,1.984,0.598,246,11.4,11.3,0.006830,0.566,96.75,51.844,,0.83424,
Q2,2764,,LOCAL GOVERNMENT STUDIES,LOCAL GOV STUD,0300-3930,"1,087",1.909,1.693,,1.819,0.488,43,7.0,9.4,0.001540,0.513,100.00,52.861,,0.18804,
Q2,2768,,JOURNAL OF NAVIGATION,J NAVIGATION,0373-4633,"2,193",1.908,1.690,,2.113,0.747,95,7.0,7.9,0.001970,0.393,97.89,62.879,,0.24047,
Q2,2768,,SOCIAL POLICY & ADMINISTRATION,SOC POLICY ADMIN,0144-5596,"1,573",1.908,1.758,,1.910,0.329,70,8.5,8.3,0.002380,0.652,100.00,69.118,,0.29138,
Q2,2770,,SCIENCE PROGRESS,SCI PROGRESS-UK,0036-8504,499,1.906,1.531,,Not Available,0.625,16,13.1,5.7,0.000340,Not Available,62.50,51.408,,0.04247,
Q2,2771,,COMMUNICATION THEORY,COMMUN THEOR,1050-3293,"2,498",1.905,1.857,,4.327,1.043,23,13.0,9.8,0.002160,1.562,91.30,64.674,,0.26462,
Q2,2771,,JOURNAL OF RESEARCH ON ADOLESCENCE,J RES ADOLESCENCE,1050-8392,"3,725",1.905,1.825,,2.646,1.746,67,8.7,9.8,0.004120,1.015,94.03,62.172,,0.50353,
Q2,2773,,JOURNAL OF VOICE,J VOICE,0892-1997,"5,641",1.903,1.403,,1.959,0.558,206,8.3,12.0,0.004690,0.383,94.66,69.511,,0.57289,
Q2,2774,,American Journal of Health Economics,AM J HEALTH ECON,2332-3493,167,1.902,1.829,,1.915,0.450,20,2.9,9.4,0.001540,1.495,100.00,58.554,,0.18885,
Q2,2774,,Chemistry Education Research and Practice,CHEM EDUC RES PRACT,1109-4028,"1,697",1.902,1.315,,2.317,0.574,61,6.0,10.6,0.002060,0.468,100.00,66.410,,0.25245,
Q2,2774,,Chemistry Education Research and Practice,CHEM EDUC RES PRACT,1109-4028,"1,697",1.902,1.315,,2.317,0.574,61,6.0,10.6,0.002060,0.468,100.00,66.410,,0.25245,
Q2,2774,,Heritage Science,HERIT SCI,2050-7445,638,1.902,1.434,,Not Available,0.629,97,3.3,9.7,0.000940,Not Available,94.85,42.060,,0.11583,
Q2,2774,,JOURNAL OF HUMANISTIC PSYCHOLOGY,J HUMANIST PSYCHOL,0022-1678,704,1.902,1.541,,1.199,0.522,46,13.4,13.6,0.000490,0.281,100.00,64.855,,0.06098,
Q2,2779,,JOURNAL OF APPLIED ECONOMETRICS,J APPL ECONOMET,0883-7252,"5,727",1.901,1.794,,2.796,0.333,69,13.9,9.9,0.008500,2.023,100.00,67.412,,1.03763,
Q2,2779,,POLITICAL STUDIES,POLIT STUD-LONDON,0032-3217,"3,246",1.901,1.835,,2.343,0.327,55,11.5,11.0,0.004550,1.097,100.00,69.167,,0.55617,
Q2,2781,,Bulletin of the Peabody Museum of Natural History,B PEABODY MUS NAT HI,0079-032X,273,1.900,1.600,,1.344,0.556,9,7.8,19.8,0.000320,0.426,88.89,50.058,,0.04006,
Q2,2781,,INDOOR AND BUILT ENVIRONMENT,INDOOR BUILT ENVIRON,1420-326X,"1,800",1.900,1.607,,1.757,0.888,98,5.8,8.2,0.001960,0.327,96.94,39.997,,0.24033,
Q2,2783,,WATER INTERNATIONAL,WATER INT,0250-8060,"2,068",1.899,1.807,,2.709,1.622,45,8.4,7.0,0.002100,0.585,95.56,48.063,,0.25683,
Q2,2784,,Journal of Public Relations Research,J PUBLIC RELAT RES,1062-726X,"1,280",1.897,1.724,,3.737,0.125,8,10.5,13.8,0.001110,0.932,100.00,63.587,,0.13636,
Q2,2784,,Topics in Stroke Rehabilitation,TOP STROKE REHABIL,1074-9357,"1,791",1.897,1.761,,2.280,0.315,89,7.2,9.1,0.002600,0.643,84.27,65.441,,0.31776,
Q2,2786,,Research in Transportation Economics,RES TRANSP ECON,0739-8859,"1,441",1.896,1.734,,1.992,0.681,47,5.8,8.3,0.002110,0.463,97.87,52.677,,0.25773,
Q2,2787,,AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,AIDS CARE,0954-0121,"6,455",1.894,1.785,,2.191,0.523,216,6.7,6.9,0.012050,0.747,95.83,58.283,,1.47107,
Q2,2787,,Asia Pacific Journal of Human Resources,ASIA PAC J HUM RESOU,1038-4111,642,1.894,1.830,,2.146,0.440,25,7.1,11.3,0.000640,0.416,96.00,42.316,,0.07877,
Q2,2787,,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,"1,248",1.894,1.748,,2.402,0.719,64,4.8,7.5,0.001280,0.355,98.44,43.874,,0.15642,
Q2,2790,,EUROPEAN SOCIOLOGICAL REVIEW,EUR SOCIOL REV,0266-7215,"3,804",1.893,1.583,,3.586,0.407,54,9.3,9.5,0.005670,1.616,100.00,67.000,,0.69198,
Q2,2790,,HUMAN DEVELOPMENT,HUM DEV,0018-716X,"1,533",1.893,1.821,,2.932,0.455,11,14.6,10.4,0.000980,1.071,81.82,53.896,,0.12041,
Q2,2790,,Journal of English for Academic Purposes,J ENGL ACAD PURP,1475-1585,"1,443",1.893,1.560,,2.699,0.400,65,7.9,11.4,0.001670,0.689,95.38,74.111,,0.20493,
Q2,2793,,AERA Open,AERA OPEN,****-****,491,1.892,1.637,,2.628,0.409,93,3.1,7.8,0.002730,1.258,97.85,62.548,,0.33333,
Q2,2794,,MATERNAL AND CHILD HEALTH JOURNAL,MATERN CHILD HLTH J,1092-7875,"6,294",1.890,1.799,,2.311,0.335,188,6.0,7.4,0.014170,0.844,96.28,58.529,,1.72985,
Q2,2795,,CHILD PSYCHIATRY & HUMAN DEVELOPMENT,CHILD PSYCHIAT HUM D,0009-398X,"2,377",1.889,1.789,,2.339,0.511,90,6.9,10.9,0.003960,0.723,98.89,49.526,,0.48359,
Q2,2795,,Journal of Family Nursing,J FAM NURS,1074-8407,719,1.889,1.533,,2.431,0.455,22,7.6,8.3,0.000750,0.550,95.45,75.076,,0.09230,
Q2,2797,,IEEE Transactions on Games,IEEE T GAMES,2475-1502,83,1.886,1.600,,1.886,0.385,39,Not Available,7.2,0.000190,0.449,100.00,51.736,,0.02418,
Q2,2798,,CLINICAL MEDICINE,CLIN MED,1470-2118,"1,881",1.883,1.784,,1.772,1.057,87,6.0,5.5,0.003010,0.498,77.01,53.030,,0.36748,
Q2,2798,,Social Psychology,SOC PSYCHOL-GERMANY,1864-9335,881,1.883,1.750,,2.776,0.821,28,5.7,9.2,0.002860,1.304,100.00,50.781,,0.34940,
Q2,2800,,FEMINISM & PSYCHOLOGY,FEM PSYCHOL,0959-3535,"1,101",1.882,1.588,,1.693,0.615,26,10.4,11.3,0.000920,0.481,100.00,72.258,,0.11334,
Q2,2800,,Head & Face Medicine,HEAD FACE MED,****-****,831,1.882,1.745,,2.157,0.192,26,6.4,9.1,0.001210,0.541,100.00,57.692,,0.14842,
Q2,2800,,Journal of Organizational and End User Computing,J ORGAN END USER COM,1546-2234,304,1.882,1.676,,1.656,0.091,22,5.8,10.0,0.000260,0.229,100.00,41.731,,0.03285,
Q2,2803,,Contemporary Security Policy,CONTEMP SECUR POL,1352-3260,435,1.880,1.500,,Not Available,1.250,24,5.5,6.0,0.000720,Not Available,100.00,70.358,,0.08858,
Q2,2804,,Chinese Journal of International Politics,CHIN J INT POLIT,1750-8916,375,1.879,1.727,,2.284,0.300,20,5.9,6.5,0.000770,0.754,100.00,71.053,,0.09413,
Q2,2804,,SYSTEM DYNAMICS REVIEW,SYST DYNAM REV,0883-7066,"1,404",1.879,1.091,,1.959,0.692,13,16.6,12.9,0.000300,0.328,92.31,47.681,,0.03742,
Q2,2806,,CROP SCIENCE,CROP SCI,0011-183X,"19,097",1.878,1.683,,2.096,0.526,253,15.6,10.6,0.009290,0.510,96.44,68.681,,1.13437,
Q2,2806,,JOURNAL OF HEALTH POLITICS POLICY AND LAW,J HEALTH POLIT POLIC,0361-6878,"1,154",1.878,1.514,,1.909,0.364,33,8.6,7.6,0.002850,1.032,100.00,52.013,,0.34832,
Q2,2806,,Journal of Analytical Methods in Chemistry,J ANAL METHODS CHEM,2090-8865,"1,161",1.878,1.796,,1.974,0.286,112,3.7,6.8,0.002060,0.353,92.86,45.574,,0.25140,
Q2,2809,,International Communication Gazette,INT COMMUN GAZ,1748-0485,759,1.877,1.781,,1.460,0.405,37,7.1,9.8,0.001210,0.487,97.30,62.500,,0.14865,
Q2,2810,,Economics & Human Biology,ECON HUM BIOL,1570-677X,"1,623",1.876,1.453,,2.252,0.333,66,6.8,10.6,0.003280,0.829,100.00,56.774,,0.40111,
Q2,2810,,Software and Systems Modeling,SOFTW SYST MODEL,1619-1366,921,1.876,1.639,,1.915,0.504,127,4.8,9.8,0.001450,0.424,97.64,58.796,,0.17690,
Q2,2812,,SPE Production & Operations,SPE PROD OPER,1930-1855,"1,099",1.875,1.733,,1.890,0.194,62,7.5,9.0,0.001100,0.403,96.77,71.053,,0.13518,
Q2,2812,,Water Resources and Economics,WATER RESOUR ECON,2212-4284,246,1.875,1.844,,Not Available,1.211,19,3.7,10.5,0.000590,Not Available,94.74,44.655,,0.07217,
Q2,2814,,Dementia-International Journal of Social Research and Practice,DEMENTIA-LONDON,1471-3012,"2,095",1.874,1.748,,2.919,1.093,182,5.3,9.0,0.003010,0.713,83.52,56.944,,0.36816,
Q2,2814,,Political Science Research and Methods,POLIT SCI RES METH,2049-8470,608,1.874,1.851,,Not Available,1.208,53,4.0,12.4,0.004790,Not Available,100.00,68.056,,0.58483,
Q2,2814,,SOCIAL INDICATORS RESEARCH,SOC INDIC RES,0303-8300,"10,499",1.874,1.541,,2.339,0.768,310,7.8,10.3,0.010770,0.558,99.35,69.509,,1.31408,
Q2,2817,,JOURNAL OF HOMOSEXUALITY,J HOMOSEXUAL,0091-8369,"3,140",1.873,1.766,,2.072,0.811,95,9.1,10.8,0.003720,0.666,95.79,67.220,,0.45473,
Q2,2817,,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,J SPEECH LANG HEAR R,1092-4388,"8,373",1.873,1.494,,2.242,0.374,265,10.8,12.2,0.007570,0.628,93.96,76.189,,0.92471,
Q2,2819,,Managerial Auditing Journal,MANAG AUDIT J,0268-6902,"1,548",1.870,1.468,,Not Available,0.415,53,10.6,10.2,0.000280,Not Available,90.57,45.921,,0.03433,
Q2,2820,,Journal of Cognition and Development,J COGN DEV,1524-8372,"1,282",1.869,1.738,,2.302,0.200,40,8.5,10.1,0.002480,1.041,100.00,47.201,,0.30294,
Q2,2821,,Critical Policy Studies,CRIT POLICY STUD,1946-0171,583,1.868,1.774,,Not Available,0.840,25,6.1,9.9,0.000990,Not Available,100.00,61.354,,0.12154,
Q2,2822,,ECONOMIC BOTANY,ECON BOT,0013-0001,"2,876",1.867,1.400,,1.775,0.265,34,21.0,10.5,0.000520,0.293,94.12,60.043,,0.06414,
Q2,2823,,BREEDING SCIENCE,BREEDING SCI,1344-7610,"2,102",1.865,1.667,,2.506,0.160,75,8.1,10.5,0.002410,0.602,92.00,63.599,,0.29492,
Q2,2823,,China & World Economy,CHINA WORLD ECON,1671-2234,575,1.865,1.757,,1.283,0.265,34,7.1,8.4,0.000750,0.327,100.00,68.059,,0.09263,
Q2,2825,,Plant Diversity,PLANT DIVERSITY,2096-2703,260,1.864,1.593,,Not Available,0.872,39,2.5,9.6,0.000750,Not Available,82.05,59.188,,0.09205,
Q2,2826,,JOURNAL OF VERTEBRATE PALEONTOLOGY,J VERTEBR PALEONTOL,0272-4634,"5,863",1.863,1.642,,2.130,0.261,92,12.0,16.0,0.004510,0.627,100.00,70.000,,0.55084,
Q2,2827,,BMC International Health and Human Rights,BMC INT HEALTH HUM R,****-****,970,1.861,1.806,,2.771,0.091,33,6.2,7.4,0.001910,0.912,87.88,50.803,,0.23330,
Q2,2828,,Health Sociology Review,HEALTH SOCIOL REV,1446-1242,552,1.860,1.837,,1.613,0.250,20,8.0,8.8,0.000710,0.508,100.00,54.385,,0.08686,
Q2,2829,,Automated Software Engineering,AUTOMAT SOFTW ENG,0928-8910,455,1.857,1.816,,1.970,0.250,20,6.6,7.9,0.000640,0.503,100.00,57.870,,0.07831,
Q2,2829,,Journal of Applied Research on Medicinal and Aromatic Plants,J APPL RES MED AROMA,****-****,386,1.857,1.714,,Not Available,0.303,33,2.9,9.9,0.000720,Not Available,93.94,58.761,,0.08861,
Q2,2829,,MEASUREMENT SCIENCE and TECHNOLOGY,MEAS SCI TECHNOL,0957-0233,"14,058",1.857,1.630,,1.862,0.405,378,9.5,8.1,0.012020,0.429,98.68,52.039,,1.46709,
Q2,2832,,Aquatic Invasions,AQUAT INVASIONS,1798-6540,"1,474",1.856,1.667,,2.493,0.750,44,7.6,12.2,0.001680,0.610,100.00,56.966,,0.20582,
Q2,2832,,Journal of Biological Dynamics,J BIOL DYNAM,1751-3758,660,1.856,1.678,,1.838,0.500,48,6.3,9.6,0.001000,0.495,100.00,50.310,,0.12204,
Q2,2834,,European Accounting Review,EUR ACCOUNT REV,0963-8180,"1,971",1.855,1.710,,2.735,0.517,29,11.6,11.7,0.000920,0.470,100.00,59.722,,0.11225,
Q2,2834,,IEEE TRANSACTIONS ON EDUCATION,IEEE T EDUC,0018-9359,"1,423",1.855,1.754,,1.853,0.314,35,10.1,8.8,0.000720,0.336,97.14,55.435,,0.08806,
Q2,2834,,MULTISCALE MODELING & SIMULATION,MULTISCALE MODEL SIM,1540-3459,"2,465",1.855,1.786,,2.110,0.316,38,10.6,11.6,0.004720,1.208,100.00,64.078,,0.57681,
Q2,2837,,CRETACEOUS RESEARCH,CRETACEOUS RES,0195-6671,"4,914",1.854,1.255,,1.972,0.749,231,7.1,16.5,0.006040,0.478,97.40,70.793,,0.73709,
Q2,2838,,International Journal of Architectural Heritage,INT J ARCHIT HERIT,1558-3058,966,1.853,1.667,,1.807,0.688,80,4.0,10.0,0.001680,0.390,100.00,51.306,,0.20540,
Q2,2839,,DISABILITY & SOCIETY,DISABIL SOC,0968-7599,"2,859",1.852,1.426,,1.894,0.324,74,9.1,8.3,0.002560,0.450,98.65,76.614,,0.31269,
Q2,2839,,Journal of Otolaryngology-Head & Neck Surgery,J OTOLARYNGOL-HEAD N,1916-0216,"2,099",1.852,1.789,,2.338,0.229,70,9.3,8.8,0.002680,0.704,84.29,60.714,,0.32759,
Q2,2841,,MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT,MEAS EVAL COUNS DEV,0748-1756,"1,059",1.851,1.851,,1.936,0.350,20,13.5,14.6,0.000760,0.553,95.00,48.810,,0.09286,
Q2,2842,,CANCER NURSING,CANCER NURS,0162-220X,"3,150",1.850,1.754,,2.142,0.822,90,8.3,8.6,0.003300,0.581,91.11,54.853,,0.40373,
Q2,2842,,International Journal of STEM Education,INT J STEM EDUC,2196-7822,368,1.850,1.325,,Not Available,0.472,36,3.2,9.2,0.000910,Not Available,91.67,63.401,,0.11184,
Q2,2842,,International Journal of STEM Education,INT J STEM EDUC,2196-7822,368,1.850,1.325,,Not Available,0.472,36,3.2,9.2,0.000910,Not Available,91.67,63.401,,0.11184,
Q2,2845,,ECOLOGICAL ENTOMOLOGY,ECOL ENTOMOL,0307-6946,"4,327",1.848,1.756,,2.002,0.567,90,13.6,12.4,0.003650,0.620,96.67,74.752,,0.44537,
Q2,2845,,TEACHING AND LEARNING IN MEDICINE,TEACH LEARN MED,1040-1334,"1,448",1.848,1.717,,2.031,0.389,54,7.9,8.7,0.002370,0.730,100.00,48.990,,0.29027,
Q2,2847,,Journal of Periodontal and Implant Science,J PERIODONTAL IMPLAN,2093-2278,557,1.847,1.736,,1.703,0.206,34,5.3,10.5,0.001000,0.436,94.12,56.593,,0.12220,
Q2,2848,,BIRD CONSERVATION INTERNATIONAL,BIRD CONSERV INT,0959-2709,"1,134",1.846,1.703,,1.627,1.022,45,8.0,10.3,0.001460,0.556,93.33,67.812,,0.17916,
